Gene Symbol	Gene ID	Cytoband	X1032	X103	X1040	X106	X1364	X1552	X1634	X1677	X1718	X2176	X2556	X2577	X2587	X429	X655	X860	X991
PAXBP1	94104	21q22.11	-0.078	-0.765	-0.272	-0.054	-0.503	-0.463	-0.305	-0.272	-0.129	0.058	-0.439	0.060	0.200	-0.166	0.017	0.244	-0.584
C21orf62-AS1	54067	21q22.11	-0.078	-0.765	-0.272	-0.054	-0.503	-0.463	-0.305	-0.218	-0.129	0.058	-0.439	0.060	0.200	0.064	0.017	0.244	-0.584
C21orf62	56245	21q22.11	-0.078	-0.765	-0.272	-0.054	-0.503	-0.463	-0.305	-0.218	-0.129	0.058	-0.439	0.060	0.200	0.064	0.017	0.244	-0.584
LOC102724502	102724502	21q22.11	-0.078	-0.765	0.041	-0.054	-0.503	-0.463	-0.305	-0.218	-0.129	-0.405	-0.439	0.060	0.200	0.064	0.017	0.244	-0.584
OLIG2	10215	21q22.11	-0.078	-0.765	0.041	-0.054	-0.503	-0.463	-0.305	-0.218	-0.129	-0.405	-0.439	0.060	0.200	0.064	0.017	0.244	-0.584
LINC00945	101930746	21q22.11	-0.078	-0.765	0.041	-0.054	-0.503	-0.463	-0.305	-0.218	-0.129	-0.405	-0.439	0.060	0.200	0.064	0.017	0.244	-0.584
OLIG1	116448	21q22.11	-0.078	-0.765	0.041	-0.054	-0.503	-0.463	-0.305	-0.218	-0.129	-0.405	-0.439	0.060	0.200	0.064	0.017	0.244	-0.584
LINC01548	728409	21q22.11	-0.078	-0.765	0.041	-0.054	-0.503	-0.463	-0.305	-0.218	-0.129	-0.405	-0.439	0.060	0.200	0.064	0.017	0.244	-0.584
LOC101928107	101928107	21q22.11	-0.078	-0.765	0.041	-0.054	-0.503	-0.463	-0.305	-0.218	-0.129	-0.405	-0.439	0.060	0.200	0.064	0.017	0.244	-0.584
IFNAR2	3455	21q22.11	-0.078	-0.765	0.041	-0.054	-0.503	-0.463	0.025	-0.218	-0.129	-0.346	-0.468	0.215	0.200	-0.104	0.017	0.106	-0.584
IL10RB-AS1	100288432	21q22.11	-0.078	-0.765	0.041	-0.054	-0.427	-0.463	0.025	-0.218	-0.129	-0.346	-0.468	0.215	0.200	-0.104	0.017	0.106	-0.584
IL10RB	3588	21q22.11	-0.078	-0.765	-0.116	-0.054	-0.427	-0.463	0.025	-0.218	-0.129	-0.346	-0.468	0.215	0.200	-0.104	0.017	0.106	-0.584
IFNAR1	3454	21q22.11	-0.078	-0.765	-0.116	0.018	-0.364	-0.463	0.025	-0.292	-0.129	-0.346	-0.468	0.215	0.200	0.035	0.017	0.106	-0.584
IFNGR2	3460	21q22.11	-0.078	-0.765	-0.116	0.018	-0.364	-0.463	0.025	-0.292	-0.129	-0.051	-0.468	0.215	0.200	-0.177	0.017	0.381	-0.503
TMEM50B	757	21q22.11	-0.078	-0.765	-0.116	0.018	-0.475	-0.463	0.025	-0.292	-0.129	-0.051	-0.468	0.215	0.200	0.617	0.017	0.381	-0.503
DNAJC28	54943	21q22.11	-0.078	-0.765	-0.116	0.018	-0.475	-0.463	0.025	-0.292	-0.129	-0.051	-0.468	0.215	0.200	0.617	0.017	0.381	-0.503
GART	2618	21q22.11	-0.078	-0.765	-0.116	0.018	-0.475	-0.463	0.025	-0.342	-0.129	-0.189	-0.562	0.215	0.200	0.617	0.163	0.023	-0.503
SON	6651	21q22.11	-0.078	-0.765	-0.116	0.018	-0.475	-0.463	0.025	-0.342	-0.129	-0.189	-0.287	0.146	0.200	0.617	0.788	0.023	-0.552
MIR6501	102465248	21q22.11	-0.078	-0.765	-0.116	0.018	-0.475	-0.463	0.025	-0.342	-0.129	-0.189	-0.287	0.146	0.200	0.617	0.788	0.023	-0.503
DONSON	29980	21q22.11	-0.078	-0.765	-0.116	0.018	-0.475	-0.463	0.025	-0.342	-0.129	-0.189	-0.287	0.146	0.200	0.006	0.009	0.023	-0.552
CRYZL1	9946	21q22.11	-0.078	-0.765	-0.116	0.018	-0.475	-0.463	0.025	-0.342	-0.129	-0.189	-0.287	-0.199	0.200	0.006	0.009	0.023	-0.552
ITSN1	6453	21q22.11	-0.078	-0.765	-0.251	-0.232	-0.475	-0.463	0.025	-0.320	-0.129	-0.269	-0.418	-0.199	0.236	0.006	0.093	-0.177	-0.552
ATP5O	539	21q22.11	-0.078	-0.765	-0.148	-0.232	-0.475	-0.463	0.025	-0.320	-0.129	-0.269	-0.418	0.124	0.236	0.006	0.093	-0.099	-0.552
LINC00649	100506334	21q22.11	-0.078	-0.765	-0.148	-0.077	-0.494	-0.463	0.025	-0.320	-0.129	-0.269	-0.418	0.124	0.030	0.006	0.093	-0.099	-0.526
LOC101928126	101928126	21q22.11	-0.078	-0.765	-0.148	-0.077	-0.494	-0.463	0.025	-0.320	-0.129	-0.269	-0.418	0.124	0.030	0.006	0.093	-0.099	-0.526
MRPS6	64968	21q22.11	-0.078	-0.765	-0.148	-0.077	-0.494	-0.463	0.025	-0.320	-0.129	-0.269	-0.418	0.124	-0.166	0.006	0.093	-0.099	-0.526
SLC5A3	6526	21q22.11	-0.078	-0.765	-0.148	-0.077	-0.494	-0.463	0.025	-0.320	-0.129	-0.269	-0.418	0.124	0.030	0.006	0.093	-0.099	-0.526
KCNE2	9992	21q22.11	-0.078	-0.765	-0.148	-0.077	-0.494	-0.463	0.025	-0.320	-0.129	-0.269	-0.418	-0.246	-0.166	0.006	0.093	-0.099	-0.526
LINC00310	114036	21q22.11	-0.078	-0.765	-0.148	-0.077	-0.494	-0.463	0.025	-0.320	-0.129	-0.269	-0.418	0.124	-0.166	0.006	0.093	-0.099	-0.526
KCNE1	3753	21q22.12	-0.078	-0.765	-0.148	-0.077	-0.494	-0.463	0.025	-0.320	-0.129	-0.269	-0.418	-0.246	-0.166	0.006	0.093	-0.099	-0.526
RCAN1	1827	21q22.12	-0.078	-0.765	-0.225	-0.077	-0.494	-0.463	0.025	-0.320	-0.129	-0.653	-0.418	-0.246	-0.166	0.006	0.093	-0.099	-0.727
CLIC6	54102	21q22.12	-0.078	-0.765	-0.225	-0.077	-0.551	-0.463	0.025	-0.320	-0.129	-0.653	-0.499	-0.246	-0.166	0.006	0.093	-0.099	-0.727
LINC00160	54064	21q22.12	-0.078	-0.765	0.001	-0.077	-0.551	-0.463	0.025	-0.248	-0.129	-0.336	-0.499	-0.246	-0.166	0.006	0.093	-0.099	-0.727
LINC01426	100506385	21q22.12	-0.078	-0.765	0.001	-0.077	-0.551	-0.463	0.025	-0.248	-0.129	-0.336	-0.499	-0.246	-0.166	0.006	0.093	-0.099	-0.727
RUNX1	861	21q22.12	-0.078	-0.765	0.001	-0.077	-0.551	-0.463	0.025	-0.248	-0.129	-0.336	-0.499	0.258	-0.166	0.006	-0.563	-0.099	-0.727
RUNX1-IT1	80215	21q22.12	-0.078	-0.765	0.001	-0.077	-0.551	-0.463	0.025	-0.248	-0.129	-0.336	-0.408	0.258	0.163	0.006	0.093	-0.099	-0.526
LINC01436	100996609	21q22.12	-0.078	-0.765	0.001	-0.077	-0.551	-0.463	0.025	-0.248	-0.129	-0.336	-0.408	0.258	0.163	0.006	-0.563	-0.099	-0.526
LOC100506403	100506403	21q22.12	-0.078	-0.765	0.001	-0.077	-0.551	-0.463	0.025	-0.248	-0.129	-0.336	-0.408	0.258	0.163	0.006	-0.563	-0.099	-0.526
LOC101928269	101928269	21q22.12	-0.078	-0.765	0.001	-0.077	-0.551	-0.463	0.025	-0.248	-0.129	-0.336	-0.408	0.258	0.163	0.006	-0.563	-0.099	-0.526
MIR802	768219	21q22.12	-0.078	-0.765	0.001	-0.077	-0.551	-0.463	0.025	-0.248	-0.129	-0.336	-0.408	0.258	0.163	0.006	-0.563	-0.099	-0.526
SETD4	54093	21q22.12	-0.078	-0.765	0.001	-0.077	-0.708	-0.463	0.025	-0.406	-0.129	-0.336	-0.408	0.258	0.163	0.006	-0.717	-0.099	-0.526
CBR1	873	21q22.12	-0.078	-0.765	-0.145	-0.077	-0.708	-0.463	0.025	-0.406	-0.129	-0.336	-0.408	0.258	0.163	0.006	-0.717	-0.099	-0.602
LOC100133286	100133286	21q22.12	-0.078	-0.765	-0.145	-0.077	-0.708	-0.463	0.025	-0.406	-0.129	-0.336	-0.408	0.258	0.163	0.006	-0.717	-0.099	-0.602
CBR3-AS1	100506428	21q22.12	-0.078	-0.765	-0.145	-0.077	-0.708	-0.463	0.025	-0.406	-0.129	-0.336	-0.408	0.258	0.163	0.006	-0.717	0.068	-0.602
CBR3	874	21q22.12	-0.078	-0.765	-0.145	-0.077	-0.708	-0.463	0.025	-0.406	-0.129	-0.336	-0.408	0.258	0.163	0.006	-0.717	0.068	-0.602
DOPEY2	9980	21q22.12	-0.078	-0.765	-0.145	-0.038	-0.410	-0.463	0.025	-0.406	-0.129	-0.391	-0.408	0.258	0.163	0.036	-0.717	0.068	-0.602
MORC3	23515	21q22.12	-0.026	-0.765	0.088	-0.038	-0.410	-0.341	0.025	-0.226	-0.129	-0.391	-0.408	0.258	0.163	0.036	-0.717	0.229	-0.602
CHAF1B	8208	21q22.12	-0.026	-0.765	0.088	-0.038	-0.410	-0.341	-0.241	-0.226	-0.129	-0.391	-0.408	0.258	0.163	0.036	-0.654	0.177	-0.602
CLDN14	23562	21q22.13	-0.026	-0.765	0.088	-0.038	-0.362	-0.599	-0.241	-0.226	-0.129	-0.391	-0.408	0.258	0.163	0.036	-0.654	0.177	-0.602
SIM2	6493	21q22.13	-0.026	-0.765	-0.041	0.110	-0.362	-0.599	-0.241	-0.226	-0.129	-0.228	-0.408	0.258	0.163	0.036	-0.654	0.177	-0.671
HLCS	3141	21q22.13	-0.026	-0.765	-0.041	0.110	-0.362	-0.599	-0.241	-0.226	-0.129	-0.228	-0.408	-0.067	0.163	0.036	-0.654	0.177	-0.671
RIPPLY3	53820	21q22.13	-0.026	-0.765	-0.041	0.015	-0.362	-0.254	-0.241	-0.226	0.055	-0.228	-0.408	-0.067	0.163	0.036	-0.654	0.177	-0.671
LOC105372795	105372795	21q22.13	-0.026	-0.765	-0.041	0.015	-0.362	-0.254	-0.241	-0.226	0.055	-0.228	-0.408	-0.067	0.163	0.036	-0.654	0.177	-0.671
PIGP	51227	21q22.13	-0.026	-0.765	-0.041	0.015	-0.362	-0.254	-0.241	-0.226	0.055	-0.228	-0.408	-0.067	0.163	0.036	-0.654	0.177	-0.671
TTC3	7267	21q22.13	-0.026	-0.765	-0.185	0.015	-0.362	-0.514	0.007	-0.192	-0.110	-0.228	-0.408	0.279	0.163	0.036	-0.686	0.177	-0.671
TTC3-AS1	100874006	21q22.13	-0.026	-0.765	-0.185	0.015	-0.362	-0.514	0.007	-0.192	0.055	-0.228	-0.332	0.088	0.163	0.036	-0.686	0.177	-0.362
DSCR9	257203	21q22.13	-0.026	-0.765	-0.185	0.015	-0.362	-0.514	0.007	-0.192	-0.110	-0.228	-0.436	0.088	0.163	-0.163	-0.625	0.177	-0.607
DSCR3	10311	21q22.13	-0.026	-0.765	-0.185	0.015	-0.598	-0.514	0.007	-0.192	-0.110	-0.228	-0.436	-0.215	0.163	-0.163	-0.625	0.177	-0.607
DYRK1A	1859	21q22.13	-0.026	-0.765	-0.185	0.015	-0.598	-0.514	0.007	-0.192	-0.110	-0.228	-0.436	-0.215	0.163	-0.163	-0.625	0.177	-0.607
KCNJ6	3763	21q22.13	-0.026	-0.765	-0.185	0.015	-0.598	-0.514	0.007	-0.262	-0.110	-0.228	-0.436	-0.215	0.163	-0.076	-0.625	-0.234	-0.717
DSCR4	10281	21q22.13	-0.026	-0.765	-0.185	0.015	-0.598	-0.514	0.007	-0.262	-0.110	-0.228	-0.436	-0.215	0.163	-0.076	-0.625	-0.234	-0.717
DSCR8	84677	21q22.13	-0.026	-0.765	-0.185	0.015	-0.598	-0.514	0.007	-0.262	-0.110	-0.228	-0.436	-0.215	0.163	-0.076	-0.625	-0.234	-0.717
DSCR10	259234	21q22.13	-0.026	-0.765	-0.185	0.015	-0.598	-0.514	0.007	-0.262	-0.110	-0.228	-0.436	-0.215	0.163	-0.076	-0.625	-0.234	-0.371
KCNJ15	3772	21q22.13	-0.026	-0.765	-0.185	0.015	-0.598	-0.514	0.007	-0.262	-0.110	-0.228	-0.436	-0.215	0.163	-0.215	-0.625	-0.234	-0.371
ERG	2078	21q22.2	-0.026	-0.765	-0.185	0.015	-0.598	-0.514	-0.110	-0.262	-0.110	-0.228	-0.436	-0.065	0.163	0.679	-0.625	-0.234	-0.576
LINC01423	102724678	21q22.2	-0.026	-0.765	-0.185	0.015	-0.598	-0.514	0.007	-0.262	-0.110	-0.228	-0.436	-0.065	0.163	-0.215	-0.625	-0.234	-0.371
ETS2	2114	21q22.2	-0.026	-0.773	-0.185	0.015	-0.475	0.124	-0.110	-0.262	-0.110	-0.228	-0.436	-0.177	0.091	0.679	-0.687	0.013	-0.576
LINC00114	400866	21q22.2	-0.026	-0.765	-0.185	0.015	-0.475	0.027	-0.110	-0.262	-0.110	-0.228	-0.436	-0.065	0.091	0.679	-0.625	0.013	-0.576
LOC101928398	101928398	21q22.2	-0.026	-0.773	-0.185	0.015	-0.475	0.124	0.061	-0.262	-0.110	-0.228	-0.436	-0.177	0.077	0.679	-0.687	0.013	-0.576
LOC101928435	101928435	21q22.2	-0.026	-0.773	-0.185	0.015	-0.475	0.124	0.061	-0.262	-0.110	-0.228	-0.436	-0.177	0.077	0.679	-0.687	0.013	-0.576
LOC400867	400867	21q22.2	-0.026	-0.773	-0.185	0.015	-0.475	0.124	0.061	-0.262	-0.110	-0.228	-0.436	-0.177	0.077	0.679	-0.687	0.013	-0.576
PSMG1	8624	21q22.2	-0.026	-0.773	-0.185	0.015	-0.475	0.124	0.061	-0.262	-0.110	-0.228	-0.436	-0.177	0.077	0.679	-0.687	0.390	-0.576
BRWD1	54014	21q22.2	-0.121	-0.773	-0.000	0.015	-0.446	0.122	0.061	-0.254	-0.110	-0.228	-0.500	0.254	0.110	0.679	-0.687	0.390	-0.576
BRWD1-IT2	103091865	21q22.2	-0.121	-0.773	-0.000	0.015	-0.253	0.122	0.061	-0.254	-0.110	-0.228	-0.500	0.254	-0.059	0.679	-0.687	0.035	-0.576
BRWD1-AS1	100874093	21q22.2	-0.121	-0.773	-0.000	0.015	-0.253	0.122	0.061	-0.254	-0.110	-0.228	-0.500	0.254	0.180	0.679	-0.687	0.035	-0.576
HMGN1	3150	21q22.2	-0.121	-0.773	-0.000	0.015	-0.253	0.122	0.061	-0.254	-0.110	-0.228	-0.380	0.254	0.180	0.679	-0.687	0.151	-0.576
WRB-SH3BGR	106865373	21q22.2	-0.121	-0.773	-0.000	-0.038	-0.400	0.122	0.061	-0.254	-0.110	-0.228	-0.380	0.254	0.180	0.679	-0.687	0.151	-0.576
WRB	7485	21q22.2	-0.121	-0.773	-0.000	0.015	-0.400	0.122	0.061	-0.254	-0.110	-0.228	-0.380	0.254	0.180	0.679	-0.687	0.151	-0.576
LCA5L	150082	21q22.2	-0.121	-0.773	-0.000	0.015	-0.400	0.122	0.061	-0.254	-0.110	-0.228	-0.380	0.254	0.180	0.679	-0.687	0.151	-0.463
MIR6508	102466972	21q22.2	-0.121	-0.773	-0.000	0.015	-0.400	0.122	0.061	-0.254	-0.110	-0.228	-0.380	0.254	0.180	0.679	-0.687	0.151	-0.463
SH3BGR	6450	21q22.2	-0.121	-0.773	-0.000	-0.038	-0.400	0.122	0.061	-0.254	-0.110	-0.228	-0.380	0.254	0.180	0.679	-0.687	0.151	-0.463
B3GALT5-AS1	114041	21q22.2	-0.121	-0.773	-0.000	-0.038	-0.326	0.122	0.213	-0.254	-0.110	-0.228	-0.380	0.254	0.077	-0.013	-0.687	0.151	-0.463
B3GALT5	10317	21q22.2	-0.121	-0.773	-0.000	-0.038	-0.642	0.122	0.213	-0.254	-0.110	-0.298	-0.516	-0.220	0.077	-0.013	-0.687	0.151	-0.566
IGSF5	150084	21q22.2	-0.121	-0.773	-0.000	-0.038	-0.642	0.122	0.213	-0.254	-0.110	-0.298	-0.516	-0.220	0.077	-0.013	-0.687	0.151	-0.566
PCP4	5121	21q22.2	-0.121	-0.773	-0.000	-0.132	-0.642	-0.081	-0.153	-0.254	-0.110	-0.298	-0.516	-0.220	0.066	0.745	-0.588	-0.140	-0.566
DSCAM	1826	21q22.2	-0.121	-0.773	-0.000	-0.132	-0.642	-0.170	-0.171	-0.254	-0.110	-0.298	-0.516	-0.220	0.255	0.745	-0.664	-0.140	-0.566
MIR4760	100616148	21q22.2	-0.121	-0.773	-0.000	0.006	-0.642	0.153	-0.171	-0.254	-0.110	-0.298	-0.373	-0.220	0.066	0.745	-0.664	-0.140	-0.566
DSCAM-AS1	100506492	21q22.2	-0.121	-0.773	-0.000	0.006	-0.642	-0.170	-0.171	-0.254	-0.110	-0.298	-0.373	-0.220	0.066	0.745	-0.664	-0.140	-0.566
DSCAM-IT1	100874326	21q22.2	-0.121	-0.773	-0.000	0.006	-0.642	-0.170	-0.171	-0.254	-0.110	-0.298	-0.373	-0.220	0.255	0.745	-0.664	-0.140	-0.566
LINC00323	284835	21q22.2	-0.121	-0.773	-0.000	0.006	-0.642	-0.170	-0.171	-0.254	-0.110	-0.298	-0.373	-0.220	0.255	0.745	-0.664	0.007	-0.566
MIR3197	100423023	21q22.2	-0.121	-0.773	-0.000	0.006	-0.642	-0.170	-0.171	-0.254	-0.110	-0.298	-0.373	-0.220	0.255	0.745	-0.664	0.007	-0.566
BACE2	25825	21q22.2	-0.121	-0.773	-0.109	-0.156	-0.642	-0.170	-0.171	-0.254	-0.110	-0.298	-0.373	-0.220	0.255	0.745	-0.664	0.007	-0.566
PLAC4	191585	21q22.2	-0.121	-0.773	-0.000	0.006	-0.642	-0.170	0.160	-0.254	-0.110	-0.298	-0.373	-0.220	0.255	0.745	-0.664	0.007	-0.566
FAM3B	54097	21q22.3	-0.121	-0.773	-0.109	-0.156	-0.523	0.024	0.160	-0.254	-0.285	-0.298	-0.373	0.061	0.255	0.745	-0.664	0.007	-0.566
MX2	4600	21q22.3	-0.121	-0.773	-0.109	-0.156	-0.523	0.024	0.021	-0.254	-0.285	-0.110	-0.373	0.061	0.255	0.745	-0.664	0.007	-0.566
MX1	4599	21q22.3	-0.121	-0.773	0.115	-0.156	-0.569	-0.222	0.021	-0.254	-0.285	-0.293	-0.373	0.061	0.255	0.647	-0.681	0.007	-0.593
TMPRSS2	7113	21q22.3	-0.121	-0.773	0.115	-0.148	-0.569	-0.222	0.021	-0.254	-0.285	-0.293	-0.373	0.061	0.255	0.647	-0.681	0.007	-0.593
LINC00111	54090	21q22.3	-0.121	-0.773	-0.016	-0.027	-0.490	-0.222	0.021	-0.254	-0.285	-0.293	-0.373	0.061	0.255	0.647	-0.681	0.007	-0.593
LINC00479	150135	21q22.3	-0.121	-0.773	-0.016	-0.027	-0.490	-0.222	0.021	-0.254	-0.285	-0.293	-0.373	0.061	0.255	0.647	-0.681	0.007	-0.593
LINC00112	54089	21q22.3	-0.121	-0.773	-0.016	-0.027	-0.490	-0.222	0.021	-0.254	-0.285	-0.293	-0.373	0.061	0.255	0.647	-0.681	0.007	-0.578
RIPK4	54101	21q22.3	-0.121	-0.773	-0.016	-0.027	-0.490	-0.222	0.021	-0.254	-0.285	-0.293	-0.387	0.061	0.255	0.647	-0.681	0.007	-0.578
MIR6814	102465488	21q22.3	-0.121	-0.773	-0.016	-0.027	-0.490	0.119	0.021	-0.254	-0.049	-0.293	-0.027	0.035	0.255	0.647	-0.601	0.007	-0.578
PRDM15	63977	21q22.3	-0.121	-0.773	-0.133	-0.027	-0.490	0.119	0.021	-0.254	-0.132	-0.425	-0.474	0.035	0.268	0.741	-0.775	0.090	-0.677
C2CD2	25966	21q22.3	-0.175	-0.773	-0.133	-0.102	-0.490	0.119	0.177	-0.254	-0.132	-0.290	-0.474	0.035	0.268	0.751	-0.775	0.090	-0.563
SNORA91	106635524	21q22.3	-0.175	-0.764	-0.133	-0.102	-0.489	0.086	0.177	-0.254	-0.132	-0.235	-0.474	0.035	0.268	0.751	-0.775	0.090	-0.515
ZBTB21	49854	21q22.3	-0.175	-0.764	-0.133	-0.102	-0.489	0.086	0.177	-0.254	-0.132	-0.235	-0.474	0.035	0.268	0.751	-0.775	0.090	-0.515
UMODL1	89766	21q22.3	-0.175	-0.764	0.322	-0.209	-0.679	0.086	0.177	-0.254	-0.132	-0.235	-0.474	0.035	0.268	0.751	-0.660	0.090	-0.584
ZNF295-AS1	150142	21q22.3	-0.175	-0.764	-0.133	-0.102	-0.489	0.086	0.177	-0.254	-0.132	-0.235	-0.474	0.035	0.268	0.751	-0.660	0.090	-0.515
UMODL1-AS1	150147	21q22.3	-0.175	-0.764	0.322	-0.209	-0.679	0.038	0.052	-0.254	-0.132	-0.235	-0.384	0.035	0.268	0.751	-0.660	0.090	-0.515
ABCG1	9619	21q22.3	-0.069	-0.764	-0.087	-0.209	-0.490	0.239	0.008	-0.254	-0.127	-0.271	-0.384	0.035	0.202	0.751	-0.660	0.077	-0.584
TFF3	7033	21q22.3	-0.069	-0.736	-0.054	-0.209	-0.490	0.239	0.008	-0.254	-0.127	-0.271	-0.384	0.035	0.202	0.751	-0.476	0.077	-0.584
TFF2	7032	21q22.3	-0.069	-0.736	-0.054	-0.209	-0.490	0.239	0.008	-0.254	-0.127	-0.271	-0.384	0.035	0.202	0.696	-0.476	0.077	-0.584
TFF1	7031	21q22.3	-0.069	-0.736	-0.054	-0.209	-0.490	0.239	0.008	-0.254	-0.127	-0.271	-0.384	0.035	0.202	0.696	-0.476	0.077	-0.584
TMPRSS3	64699	21q22.3	-0.069	-0.902	-0.054	-0.209	-0.410	0.239	0.008	-0.254	-0.127	-0.307	-0.494	0.035	0.202	0.696	-0.798	0.077	-0.584
UBASH3A	53347	21q22.3	-0.069	-0.902	-0.081	-0.209	-0.410	0.049	0.008	-0.397	-0.127	-0.307	-0.494	0.035	0.202	0.696	-0.798	0.077	-0.521
RSPH1	89765	21q22.3	-0.069	-0.798	-0.266	-0.185	-0.442	0.049	0.008	-0.397	-0.127	-0.329	-0.494	0.035	0.202	0.696	-0.634	0.077	-0.521
LOC101930094	101930094	21q22.3	-0.069	-0.798	-0.266	-0.185	-0.442	0.049	0.008	-0.397	-0.127	-0.329	-0.494	0.035	0.202	0.696	-0.634	0.077	-0.521
SLC37A1	54020	21q22.3	-0.069	-0.798	-0.266	-0.185	-0.537	0.049	0.008	-0.397	-0.127	-0.329	-0.494	0.035	0.202	0.696	-0.634	0.077	-0.521
LOC101928233	101928233	21q22.3	-0.069	-0.798	-0.265	-0.185	-0.537	0.049	0.008	-0.311	-0.127	-0.329	-0.494	0.035	0.202	0.696	-0.634	0.077	-0.521
PDE9A	5152	21q22.3	-0.069	-0.798	-0.265	-0.185	-0.537	0.049	0.008	-0.311	-0.127	-0.329	-0.519	0.035	0.202	0.696	-0.634	0.077	-0.521
LOC101928311	101928311	21q22.3	-0.069	-0.798	0.110	-0.015	-0.428	0.049	0.008	-0.256	-0.111	-0.329	-0.519	0.035	0.010	0.696	-0.573	0.077	-0.521
WDR4	10785	21q22.3	-0.069	-0.798	0.110	-0.015	-0.428	0.049	0.008	-0.256	-0.128	-0.329	-0.519	0.035	0.010	0.696	-0.759	0.077	-0.686
NDUFV3	4731	21q22.3	-0.069	-0.798	-0.013	-0.015	-0.428	0.049	0.008	-0.256	-0.128	-0.329	-0.519	0.035	0.010	0.696	-0.759	0.077	-0.686
ERVH48-1	90625	21q22.3	-0.069	-0.798	-0.013	-0.015	-0.428	0.049	0.008	-0.256	-0.128	-0.329	-0.519	0.035	0.010	0.696	-0.562	0.077	-0.686
MIR5692B	100847013	21q22.3	-0.069	-0.798	-0.013	-0.015	-0.428	0.049	0.008	-0.256	-0.128	-0.329	-0.519	0.035	0.010	0.436	-0.562	0.077	-0.686
PKNOX1	5316	21q22.3	-0.069	-0.798	-0.013	-0.015	-0.428	0.049	0.008	-0.256	-0.128	-0.329	-0.519	0.035	0.010	0.436	-0.562	0.077	-0.686
HSF2BP	11077	21q22.3	-0.069	-0.798	-0.013	-0.015	-0.428	0.049	0.008	-0.141	-0.128	-0.163	-0.519	0.116	0.010	0.867	-0.562	0.077	-0.613
LINC00322	100126693	21q22.3	-0.069	-0.798	-0.013	-0.015	-0.428	0.049	0.008	-0.012	-0.128	-0.163	-0.519	0.116	0.010	0.436	-0.562	0.077	-0.613
TCONS_00029157	101928399	21q22.3	-0.069	-0.798	-0.013	-0.015	-0.428	0.049	0.008	-0.012	-0.128	-0.163	-0.519	0.116	0.010	0.436	-0.562	0.077	-0.613
MIR6070	102464825	21q22.3	-0.069	-0.798	-0.013	-0.015	-0.428	0.049	0.008	-0.012	-0.128	-0.163	-0.519	0.116	0.010	0.436	-0.562	0.077	-0.613
RRP1B	23076	21q22.3	-0.069	-0.798	-0.013	-0.015	-0.428	0.049	0.008	-0.141	-0.128	-0.163	-0.519	0.116	0.130	0.867	-0.562	-0.080	-0.613
PDXK	8566	21q22.3	-0.069	-0.798	-0.013	-0.132	-0.428	0.049	0.008	-0.245	-0.128	-0.163	-0.483	0.116	0.130	0.867	-0.562	0.119	-0.613
CSTB	1476	21q22.3	-0.069	-0.798	-0.013	-0.132	-0.428	0.049	0.008	-0.245	-0.128	-0.163	-0.483	0.116	0.130	0.867	-0.562	0.119	-0.585
RRP1	8568	21q22.3	-0.069	-0.798	0.163	-0.132	-0.428	0.049	0.008	-0.245	-0.128	-0.163	-0.483	0.021	0.130	0.867	-0.686	0.119	-0.611
AATBC	284837	21q22.3	-0.069	-0.798	0.163	-0.083	-0.428	0.049	0.008	-0.245	-0.128	-0.163	-0.436	0.021	0.130	0.726	-0.686	0.119	-0.611
AGPAT3	56894	21q22.3	-0.069	-0.798	0.163	-0.083	-0.428	0.049	0.008	-0.245	-0.128	-0.163	-0.436	0.100	0.130	0.726	-0.686	0.319	-0.611
TRAPPC10	7109	21q22.3	-0.069	-0.798	0.163	-0.083	-0.428	-0.028	0.008	-0.245	-0.128	-0.163	-0.436	0.100	0.130	0.726	-0.686	0.319	-0.611
DNMT3L	29947	21q22.3	-0.069	-0.798	0.163	-0.083	-0.428	0.036	0.008	-0.245	-0.128	-0.163	-0.436	0.100	0.130	0.726	-0.433	0.050	-0.611
AIRE	326	21q22.3	-0.069	-0.798	0.163	-0.083	-0.428	0.036	0.127	-0.260	0.017	-0.163	-0.436	0.100	0.130	0.726	-0.433	0.050	-0.696
PFKL	5211	21q22.3	-0.069	-0.798	0.163	-0.083	-0.602	0.036	0.127	-0.260	0.017	-0.250	-0.411	0.100	0.130	0.709	-0.622	0.317	-0.696
C21orf2	755	21q22.3	-0.069	-0.798	-0.055	0.306	-0.602	-0.001	0.127	-0.110	-0.351	-0.250	-0.438	0.100	0.365	0.709	-0.622	0.012	-0.696
TRPM2	7226	21q22.3	-0.069	-0.798	-0.055	-0.345	-0.602	-0.001	-0.127	-0.183	-0.351	-0.620	-0.962	-0.449	0.365	0.709	-0.622	0.160	-0.626
TRPM2-AS	101928607	21q22.3	-0.069	-0.798	-0.055	-0.060	-0.314	-0.001	-0.127	-0.183	-0.146	-0.620	-0.962	-0.097	0.035	0.709	-0.622	0.160	-0.626
LRRC3-AS1	100861510	21q22.3	-0.069	-0.793	-0.055	-0.060	-0.539	-0.001	-0.042	-0.183	-0.146	-0.134	-0.320	-0.097	0.035	0.709	-0.328	0.160	-0.626
LRRC3	81543	21q22.3	-0.069	-0.793	-0.055	-0.060	-0.539	-0.001	-0.042	-0.183	-0.146	-0.134	-0.320	-0.097	0.035	0.709	-0.328	0.160	-0.626
